data;id;command
2021-01-12;399610581;/start
2021-01-12;399610581;команда а
2021-01-12;399610581;команда б
2021-01-12;399610581;команда б
2021-01-12;399610581;команда в
2021-01-12;399610581;команда в
2021-01-12;399610581;статистика
2021-01-12;399610581;/start
2021-01-12;399610581;команда а
2021-01-12;399610581;команда в
2021-01-12;399610581;команда в
2021-01-12;399610581;команда б
2021-01-12;399610581;команда б
2021-01-12;399610581;статистика
2021-01-12;399610581;Чи це насильство?
2021-01-12;399610581;Поради
2021-01-12;399610581;Чи це насильство?
2021-01-12;399610581;Поради
2021-01-12;399610581;Чи це насильство?
2021-01-12;399610581;Поради
2021-01-12;399610581;Юристки
2021-01-12;399610581;Психологині
2021-01-12;399610581;План безпеки
2021-01-12;399610581;Подивись
2021-01-12;399610581;Контакти
2021-01-12;399610581;Чи це насильство?
2021-01-12;399610581;Детальніше
2021-01-12;399610581;Важливо!
2021-01-12;399610581;Куди звернутися?
2021-01-12;399610581;Як?
2021-01-12;399610581;Що буде?
2021-01-12;399610581;Поради
2021-01-12;399610581;Що подивитись/почитати?
2021-01-12;399610581;Серіали
2021-01-12;399610581;Кіно
2021-01-12;399610581;Різне
2021-01-12;399610581;Хочу їсти
2021-01-12;399610581;Важливі контакти - звернись
2021-01-12;399610581;Центри планування сім`ї
2021-01-12;399610581;Важливі контакти - звернись
2021-01-12;399610581;Центри планування сім`ї
2021-01-12;399610581;Громадські організаціїї
2021-01-12;399610581;Важливі контакти - звернись
2021-01-12;399610581;Центри планування сім`ї
2021-01-12;399610581;Соціальні служби
2021-01-12;399610581;Громадські організаціїї
2021-01-12;399610581;Важливі контакти - звернись
2021-01-12;399610581;Клініки дружні до молоді
2021-01-12;399610581;Важливі контакти - звернись
2021-01-12;399610581;Клініки дружні до молоді
2021-01-12;399610581;Важливі контакти - звернись
2021-01-12;399610581;Клініки дружні до молоді
2021-01-12;399610581;Важливі контакти - звернись
2021-01-12;399610581;Клініки дружні до молоді
2021-01-12;399610581;Важливі контакти - звернись
2021-01-12;399610581;Клініки дружні до молоді
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Національна поліція України
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Національна поліція України
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Регіональні служби у справах дітей
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Гарячі лінії з питань запобігання насильства
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Регіональні служби у справах дітей
2021-01-13;399610581;Гарячі лінії з питань запобігання насильства
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Гарячі лінії з питань запобігання насильства
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Гарячі лінії з питань запобігання насильства
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Гарячі лінії з питань запобігання насильства
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Гарячі лінії з питань запобігання насильства
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Національна поліція України
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Національна поліція України
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Національна поліція України
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;399610581;Регіональні служби у справах дітей
2021-01-13;399610581;Гарячі лінії з питань запобігання насильства
2021-01-13;399610581;Національна поліція України
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Доки які тобі потрібні
2021-01-13;399610581;Доки які тобі потрібні
2021-01-13;399610581;У разі домашнього насильства
2021-01-13;399610581;Важливі контакти - звернись
2021-01-13;399610581;Доки які тобі потрібні
2021-01-13;399610581;Рекомендую
2021-01-13;399610581;У разі домашнього насильства
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Права
2021-01-13;399610581;Сексуальність
2021-01-13;399610581;Поганий вплив
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Поганий вплив
2021-01-13;399610581;Вагітність
2021-01-13;399610581;Як захиститися?
2021-01-13;399610581;Інфекції (ІПСШ)
2021-01-13;399610581;Як захиститися?
2021-01-13;399610581;Контрацептиви
2021-01-13;399610581;Гормональні
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Як захиститися?
2021-01-13;399610581;Безпека
2021-01-13;399610581;Контрацептиви
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Вагітність
2021-01-13;399610581;Як захиститися?
2021-01-13;399610581;Контрацептиви
2021-01-13;399610581;Бар`єрні
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Як захиститися?
2021-01-13;399610581;Контрацептиви
2021-01-13;399610581;Безпека
2021-01-13;399610581;Інфекції (ІПСШ)
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Куди звернутися?
2021-01-13;399610581;Важливо!
2021-01-13;399610581;Детальніше
2021-01-13;399610581;Як?
2021-01-13;399610581;Що буде?
2021-01-13;399610581;Поради
2021-01-13;399610581;Психологині
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Поради
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Поради
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Поради
2021-01-13;399610581;Що буде?
2021-01-13;399610581;Куди звернутися?
2021-01-13;399610581;Поради
2021-01-13;399610581;Контакти
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Поради
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Чи це насильство?
2021-01-13;399610581;Місячні
2021-01-13;399610581;Доки які тобі потрібні
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Маша
2021-01-13;399610581;Детальніше
2021-01-13;399610581;Даша
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Даша
2021-01-13;399610581;Місячні
2021-01-13;399610581;Маша
2021-01-13;399610581;Саша
2021-01-13;399610581;Соня
2021-01-13;399610581;Катя
2021-01-13;399610581;Чіта
2021-01-13;399610581;Що подивитись/почитати?
2021-01-13;399610581;Даша
2021-01-13;399610581;Місячні
2021-01-13;399610581;Маша
2021-01-13;399610581;Саша
2021-01-13;399610581;Соня
2021-01-13;399610581;Катя
2021-01-13;399610581;Чіта
2021-01-13;399610581;Даша
2021-01-13;399610581;Даша
2021-01-13;399610581;Місячні
2021-01-13;399610581;Чіта
2021-01-13;399610581;Що подивитись/почитати?
2021-01-13;399610581;Серіали
2021-01-13;399610581;Хочу їсти
2021-01-13;399610581;Саша
2021-01-13;399610581;Соня
2021-01-13;399610581;Житло
2021-01-13;399610581;Соня
2021-01-13;399610581;Житло
2021-01-13;399610581;Соня
2021-01-13;399610581;Житло
2021-01-13;399610581;Поради
2021-01-13;399610581;Планування бюджету
2021-01-13;399610581;Оплата карткою
2021-01-13;399610581;Комуналка
2021-01-13;399610581;Як?
2021-01-13;399610581;Важливо
2021-01-13;399610581;Як?
2021-01-13;399610581;Важливо
2021-01-13;399610581;Коли?
2021-01-13;399610581;Квитанції
2021-01-13;399610581;Комуналка
2021-01-13;399610581;Чіта
2021-01-13;399610581;Даша
2021-01-13;399610581;Все про секс
2021-01-13;399610581;Місячні
2021-01-13;399610581;Маша
2021-01-13;358457874;Чіта
2021-01-13;358457874;Хочу їсти
2021-01-13;358457874;Сніданок
2021-01-13;358457874;Вечеря
2021-01-13;358457874;Користь
2021-01-13;358457874;Що подивитись/почитати?
2021-01-13;358457874;Даша
2021-01-13;358457874;Все про секс
2021-01-13;358457874;Що це?
2021-01-13;358457874;Права
2021-01-13;358457874;Сексуальність
2021-01-13;358457874;Поганий вплив
2021-01-13;358457874;Наркотики
2021-01-13;358457874;Маша
2021-01-13;358457874;Детальніше
2021-01-13;358457874;Що буде?
2021-01-13;358457874;Поради
2021-01-13;358457874;Психологині
2021-01-13;358457874;Саша
2021-01-13;358457874;Повідомлення про злочин
2021-01-13;358457874;Загальна заява до поліції
2021-01-13;358457874;Паспорт
2021-01-13;358457874;Оскарження дій слідчих
2021-01-13;358457874;Рекомендую
2021-01-13;358457874;Соня
2021-01-13;358457874;Житло
2021-01-13;358457874;Планування бюджету
2021-01-13;358457874;Додатки
2021-01-13;358457874;Катя
2021-01-13;358457874;Клініки дружні до молоді
2021-01-13;358457874;Громадські організаціїї
2021-01-13;358457874;Гарячі лінії
2021-01-13;358457874;Національна поліція України
2021-01-13;358457874;Дитячі гарячі лінії
2021-01-13;358457874;Гарячі лінії з питань запобігання насильства
2021-01-13;358457874;Регіональні служби у справах дітей
2021-01-13;399610581;Соня
2021-01-13;399610581;Соня
2021-01-13;399610581;Катя
2021-01-13;399610581;Гарячі лінії
2021-01-13;358457874;Катя
2021-01-13;358457874;Соня
2021-01-13;358457874;Комуналка
2021-01-13;399610581;Катя
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Катя
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Катя
2021-01-13;399610581;Гарячі лінії
2021-01-13;399610581;Дитячі гарячі лінії
2021-01-13;358457874;Катя
2021-01-13;358457874;Гарячі лінії
2021-01-13;358457874;Чіта
2021-01-13;358457874;Що подивитись/почитати?
2021-01-13;358457874;Серіали
2021-01-13;358457874;Кіно
2021-01-13;358457874;Різне
2021-01-13;311042657;Саша
2021-01-13;311042657;Маша
2021-01-13;311042657;Даша
2021-01-13;311042657;Соня
2021-01-13;311042657;Катя
2021-01-13;311042657;Чіта
2021-01-13;490059629;Даша
2021-01-13;490059629;Все про секс
2021-01-13;490059629;Що це?
2021-01-13;490059629;Права
2021-01-13;490059629;Сексуальність
2021-01-13;490059629;Поганий вплив
2021-01-13;490059629;Куріння
2021-01-13;490059629;Алкоголь
2021-01-13;490059629;Поганий вплив
2021-01-13;490059629;Сексуальність
2021-01-13;490059629;Вагітність
2021-01-13;490059629;Твої права
2021-01-13;490059629;Аборт
2021-01-13;490059629;Як захиститися?
2021-01-13;490059629;Безпека
2021-01-13;490059629;Інфекції (ІПСШ)
2021-01-13;490059629;Контрацептиви
2021-01-13;490059629;Бар`єрні
2021-01-13;490059629;Гормональні
2021-01-13;490059629;Маша
2021-01-13;490059629;Детальніше
2021-01-13;490059629;Важливо!
2021-01-13;490059629;Куди звернутися?
2021-01-13;490059629;Маша
2021-01-13;490059629;Що буде?
2021-01-13;490059629;Поради
2021-01-13;490059629;Психологині
2021-01-13;490059629;Саша
2021-01-13;478085260;Саша
2021-01-13;478085260;Оскарження дій слідчих
2021-01-13;478085260;Даша
2021-01-13;478085260;Все про секс
2021-01-13;478085260;Сексуальність
2021-01-13;478085260;Вагітність
2021-01-13;478085260;Аборт
2021-01-13;478085260;Поганий вплив
2021-01-13;478085260;Алкоголь
2021-01-13;490059629;Маша
2021-01-13;490059629;Даша
2021-01-13;399610581;Даша
2021-01-13;1028647350;Саша
2021-01-13;1028647350;У разі домашнього насильства
2021-01-13;1028647350;Чіта
2021-01-13;1028647350;Хочу їсти
2021-01-14;311042657;Даша
2021-01-14;399610581;Даша
2021-01-14;399610581;Маша
2021-01-14;399610581;Куди звернутися?
2021-01-14;399610581;Саша
2021-01-14;399610581;Соня
2021-01-14;399610581;Катя
2021-01-14;399610581;Чіта
2021-01-14;490059629;Даша
2021-01-14;490059629;Місячні
2021-01-14;490059629;Перші місячні (менархе)
2021-01-14;490059629;Дізнатися більше
2021-01-14;490059629;Дізнатися більше
2021-01-14;490059629;Дізнатися більше
2021-01-14;490059629;Дізнатися більше
2021-01-14;490059629;Маша
2021-01-14;399610581;Даша
2021-01-14;399610581;Місячні
2021-01-14;399610581;Кров – це ок
2021-01-14;399610581;Перші місячні (менархе)
2021-01-14;399610581;Дізнатися більше
2021-01-14;399610581;Даша
2021-01-14;399610581;Місячні
2021-01-14;399610581;Перші місячні (менархе)
2021-01-14;399610581;Даша
2021-01-14;399610581;Місячні
2021-01-14;399610581;Перші місячні (менархе)
2021-01-14;399610581;Даша
2021-01-14;399610581;Місячні
2021-01-14;399610581;Даша
2021-01-14;399610581;Місячні
2021-01-14;399610581;Кров – це ок
2021-01-14;399610581;Перші місячні (менархе)
2021-01-14;399610581;Підмивання
2021-01-14;399610581;Засоби гігієни
2021-01-14;399610581;Похід до гінеколог(ині)а
2021-01-14;399610581;Календар місячних
2021-01-14;399610581;Саша
2021-01-14;399610581;Дія
2021-01-14;399610581;Паспорт
2021-01-14;399610581;Закордонний паспорт
2021-01-14;399610581;Договір при оренді житла
2021-01-14;399610581;Повідомлення про злочин
2021-01-14;399610581;Загальна заява до поліції
2021-01-14;399610581;Оскарження дій слідчих
2021-01-14;399610581;У разі домашнього насильства
2021-01-14;399610581;Безоплатна правова допомога
2021-01-14;399610581;Рекомендую
2021-01-14;399610581;Маша
2021-01-14;399610581;Що буде?
2021-01-14;399610581;Як?
2021-01-14;399610581;Поради
2021-01-14;399610581;Важливо!
2021-01-14;399610581;Детальніше
2021-01-14;399610581;Куди звернутися?
2021-01-14;399610581;Як?
2021-01-14;399610581;Що буде?
2021-01-14;399610581;Поради
2021-01-14;399610581;Катя
2021-01-14;399610581;Соціальні служби
2021-01-14;399610581;Клініки дружні до молоді
2021-01-14;399610581;Даша
2021-01-14;399610581;Все про секс
2021-01-14;399610581;Як захиститися?
2021-01-14;399610581;Місячні
2021-01-14;399610581;Похід до гінеколог(ині)а
2021-01-14;399610581;Більше інформації
2021-01-14;490059629;Маша
2021-01-14;490059629;Даша
2021-01-14;490059629;Місячні
2021-01-14;490059629;Кров – це ок
2021-01-14;490059629;Перші місячні (менархе)
2021-01-14;490059629;Дізнатися більше
2021-01-14;490059629;Дізнатися більше
2021-01-14;490059629;Підмивання
2021-01-14;490059629;Засоби гігієни
2021-01-14;490059629;Одноразові прокладки
2021-01-14;490059629;Тампони
2021-01-14;490059629;Менструальна чаша
2021-01-14;490059629;Багаторазові прокладки
2021-01-14;490059629;Менструальні труси
2021-01-14;490059629;Похід до гінеколог(ині)а
2021-01-14;490059629;Більше інформації
2021-01-14;490059629;Більше інформації
2021-01-14;490059629;Календар місячних
2021-01-14;490059629;Все про секс
2021-01-14;490059629;Що це?
2021-01-14;490059629;Права
2021-01-14;490059629;Сексуальність
2021-01-14;490059629;Як захиститися?
2021-01-14;490059629;Контрацептиви
2021-01-14;490059629;Гормональні
2021-01-14;490059629;Бар`єрні
2021-01-14;490059629;Інфекції (ІПСШ)
2021-01-14;490059629;Безпека
2021-01-14;490059629;Вагітність
2021-01-14;490059629;Твої права
2021-01-14;490059629;Аборт
2021-01-14;490059629;Як захиститися?
2021-01-14;490059629;Поганий вплив
2021-01-14;490059629;Куріння
2021-01-14;490059629;Алкоголь
2021-01-14;490059629;Наркотики
2021-01-14;490059629;Саша
2021-01-14;490059629;Дія
2021-01-14;490059629;Паспорт
2021-01-14;490059629;Закордонний паспорт
2021-01-14;490059629;Загальна заява до поліції
2021-01-14;490059629;Повідомлення про злочин
2021-01-14;490059629;Договір при оренді житла
2021-01-14;490059629;Оскарження дій слідчих
2021-01-14;490059629;Повідомлення про злочин
2021-01-14;490059629;Загальна заява до поліції
2021-01-14;490059629;У разі домашнього насильства
2021-01-14;490059629;Оскарження дій слідчих
2021-01-14;490059629;Безоплатна правова допомога
2021-01-14;490059629;Рекомендую
2021-01-14;490059629;Катя
2021-01-14;490059629;Центри планування сім`ї
2021-01-14;490059629;Громадські організаціїї
2021-01-14;399610581;Даша
2021-01-14;399610581;Місячні
2021-01-14;399610581;Перші місячні (менархе)
2021-01-14;399610581;Засоби гігієни
2021-01-14;399610581;Тампони
2021-01-14;399610581;Даша
2021-01-14;399610581;Місячні
2021-01-14;399610581;Засоби гігієни
2021-01-14;399610581;Менструальна чаша
2021-01-14;399610581;Тампони
2021-01-14;399610581;Одноразові прокладки
2021-01-14;399610581;Багаторазові прокладки
2021-01-14;399610581;Менструальні труси
2021-01-14;399610581;Підмивання
2021-01-14;399610581;Засоби гігієни
2021-01-14;399610581;Похід до гінеколог(ині)а
2021-01-14;399610581;Більше інформації
2021-01-14;399610581;Календар місячних
2021-01-14;490059629;Соня
2021-01-14;490059629;Житло
2021-01-14;490059629;Поради
2021-01-14;490059629;Шахраї
2021-01-14;490059629;Комуналка
2021-01-14;490059629;Що це?
2021-01-14;490059629;Важливо
2021-01-14;490059629;Як?
2021-01-14;490059629;Коли?
2021-01-14;490059629;Квитанції
2021-01-14;490059629;Планування бюджету
2021-01-14;490059629;Оплата карткою
2021-01-14;490059629;Додатки
2021-01-14;490059629;Катя
2021-01-14;490059629;Соціальні служби
2021-01-14;490059629;Клініки дружні до молоді
2021-01-14;490059629;Гарячі лінії
2021-01-14;490059629;Національна поліція України
2021-01-14;490059629;Дитячі гарячі лінії
2021-01-14;490059629;Гарячі лінії з питань запобігання насильства
2021-01-14;490059629;Регіональні служби у справах дітей
2021-01-14;490059629;Чіта
2021-01-14;490059629;Що подивитись/почитати?
2021-01-14;490059629;Серіали
2021-01-14;490059629;Кіно
2021-01-14;490059629;Різне
2021-01-14;399610581;Катя
2021-01-14;490059629;Кіно
2021-01-14;490059629;Серіали
2021-01-14;490059629;Хочу їсти
2021-01-14;490059629;Сніданок
2021-01-14;490059629;Вечеря
2021-01-14;490059629;Економія
2021-01-14;490059629;Перекус
2021-01-14;303984189;Соня
2021-01-14;303984189;Катя
2021-01-14;303984189;Чіта
2021-01-14;303984189;Маша
2021-01-14;303984189;Саша
2021-01-14;303984189;Даша
2021-01-14;303984189;Соня
2021-01-14;303984189;Катя
2021-01-14;303984189;Маша
2021-01-14;399610581;Чіта
2021-01-14;399610581;Що подивитись/почитати?
2021-01-14;399610581;Серіали
2021-01-14;490059629;Перекус
2021-01-14;399610581;Кіно
2021-01-14;399610581;Різне
2021-01-14;399610581;Що подивитись/почитати?
2021-01-14;1028647350;Маша
2021-01-14;490059629;Економія
2021-01-14;490059629;Користь
2021-01-14;1028647350;Маша
2021-01-14;399610581;Чіта
2021-01-14;399610581;Хочу їсти
2021-01-14;1028647350;Соня
2021-01-14;1028647350;Чіта
2021-01-14;1028647350;Соня
2021-01-14;1028647350;Даша
2021-01-14;399610581;Чіта
2021-01-14;399610581;Хочу їсти
2021-01-14;399610581;Сніданок
2021-01-14;399610581;Обід
2021-01-14;399610581;Вечеря
2021-01-14;399610581;Перекус
2021-01-14;399610581;Користь
2021-01-14;399610581;Економія
2021-01-14;303984189;Чіта
2021-01-14;399610581;Що подивитись/почитати?
2021-01-14;399610581;Серіали
2021-01-14;303984189;Хочу їсти
2021-01-14;399610581;Кіно
2021-01-14;1028647350;Даша
2021-01-14;1028647350;Даша
2021-01-14;399610581;Чіта
2021-01-14;399610581;Що подивитись/почитати?
2021-01-14;399610581;Серіали
2021-01-14;399610581;Кіно
2021-01-14;399610581;Різне
2021-01-14;399610581;Хочу їсти
2021-01-14;303984189;Чіта
2021-01-14;303984189;Що подивитись/почитати?
2021-01-14;303984189;Кіно
2021-01-14;303984189;Серіали
2021-01-14;303984189;Різне
2021-01-14;303984189;Хочу їсти
2021-01-14;303984189;Обід
2021-01-14;303984189;Вечеря
2021-01-14;303984189;Перекус
2021-01-14;303984189;Сніданок
2021-01-14;303984189;Користь
2021-01-14;303984189;Економія
2021-01-14;303984189;Саша
2021-01-14;303984189;У разі домашнього насильства
2021-01-14;303984189;Закордонний паспорт
2021-01-14;303984189;Паспорт
2021-01-14;303984189;Повідомлення про злочин
2021-01-14;303984189;Договір при оренді житла
2021-01-14;303984189;Оскарження дій слідчих
2021-01-14;303984189;Рекомендую
2021-01-14;303984189;Безоплатна правова допомога
2021-01-14;1028647350;Катя
2021-01-14;1028647350;Громадські організаціїї
2021-01-14;1028647350;Центри планування сім`ї
2021-01-14;1028647350;Соціальні служби
2021-01-14;490059629;Катя
2021-01-14;490059629;Соціальні служби
2021-01-14;1028647350;Гарячі лінії
2021-01-14;1028647350;Національна поліція України
2021-01-14;1028647350;Регіональні служби у справах дітей
2021-01-14;490059629;Громадські організаціїї
2021-01-14;1028647350;Гарячі лінії з питань запобігання насильства
2021-01-14;490059629;Гарячі лінії
2021-01-14;490059629;Гарячі лінії з питань запобігання насильства
2021-01-14;490059629;Соціальні служби
2021-01-14;490059629;Громадські організаціїї
2021-01-14;490059629;Соціальні служби
2021-01-14;399610581;Катя
2021-01-14;399610581;Громадські організаціїї
2021-01-14;399610581;Катя
2021-01-14;399610581;Громадські організаціїї
2021-01-14;399610581;Катя
2021-01-14;399610581;Громадські організаціїї
2021-01-14;490059629;Даша
2021-01-14;490059629;Місячні
2021-01-14;399610581;Маша
2021-01-14;399610581;Даша
2021-01-14;399610581;Місячні
2021-01-14;490059629;Чіта
2021-01-14;490059629;Хочу їсти
2021-01-14;490059629;Вечеря
2021-01-14;490059629;Обід
2021-01-14;490059629;Перекус
2021-01-14;490059629;Сніданок
2021-01-14;490059629;Користь
2021-01-14;490059629;Економія
2021-01-14;490059629;Катя
2021-01-14;490059629;Центри планування сім`ї
2021-01-14;490059629;Громадські організаціїї
2021-01-14;311591034;Катя
2021-01-14;311591034;Клініки дружні до молоді
2021-01-14;311591034;Гарячі лінії
2021-01-14;311591034;Регіональні служби у справах дітей
2021-01-14;638548917;Даша
2021-01-14;311591034;Соня
2021-01-14;638548917;Місячні
2021-01-14;638548917;Похід до гінеколог(ині)а
2021-01-14;638548917;Більше інформації
2021-01-14;638548917;Більше інформації
2021-01-14;638548917;Чіта
2021-01-14;638548917;Що подивитись/почитати?
2021-01-14;638548917;Серіали
2021-01-14;638548917;Кіно
2021-01-14;638548917;Різне
2021-01-14;638548917;Хочу їсти
2021-01-14;638548917;Сніданок
2021-01-14;490059629;Катя
2021-01-14;490059629;Гарячі лінії
2021-01-14;1028647350;Катя
2021-01-14;1028647350;Гарячі лінії
2021-01-14;638548917;Катя
2021-01-14;638548917;Гарячі лінії
2021-01-14;1028647350;Гарячі лінії з питань запобігання насильства
2021-01-14;490059629;Гарячі лінії з питань запобігання насильства
2021-01-14;1028647350;Гарячі лінії з питань запобігання насильства
2021-01-14;1028647350;Регіональні служби у справах дітей
2021-01-14;638548917;Дитячі гарячі лінії
2021-01-14;1028647350;Дитячі гарячі лінії
2021-01-14;490059629;Дитячі гарячі лінії
2021-01-14;1028647350;Гарячі лінії з питань запобігання насильства
2021-01-14;490059629;Гарячі лінії з питань запобігання насильства
2021-01-14;399610581;Катя
2021-01-14;399610581;Гарячі лінії
2021-01-14;399610581;Катя
2021-01-14;399610581;Гарячі лінії
2021-01-14;399610581;Катя
2021-01-14;490059629;Катя
2021-01-14;399610581;Гарячі лінії
2021-01-14;490059629;Гарячі лінії
2021-01-14;399610581;Гарячі лінії з питань запобігання насильству
2021-01-14;490059629;Гарячі лінії з питань запобігання насильству
